id,source,document_version,section,condition,title,subsection,pdf_pages,printed_pages,content
chunk_074,visa-dispute-guidelines.pdf,June 2024,3,13.3,Not as Described or Defective Merchandise/Services,How should I respond?,44,41,"– The merchandise or services received by the customer were as described. 
Provide specific information or documentation (invoice, contract, etc.) to refute the 
cardholder’s claims. Quality disputes are where the customer does not agree with the 
condition of merchandise or service received (e.g., a car repair situation or quality of a hotel 
room). There may be instances where you will need to obtain a neutral third-party opinion 
to help corroborate your claim against the cardholder. Provide as much specific information 
and documentation as possible to refute the cardholder’s claims. It is recommended that 
you address each point that the cardholder has made. 
– Returned merchandise was not received or services were not cancelled. 
Advise that you have not received the returned merchandise and the cardholder never 
attempted to return or cardholder has not cancelled services. However, double check your 
incoming shipping records to verify prior to response. 
5 Only applies to US Domestic, Canada Domestic and Interregional between Canada and US Regions. 
40

3 Dispute Conditions

– The merchandise was replaced or repaired. 
Provide evidence of the following: 
– The cardholder agreed to repair or to a replacement 
– Repair or replacement was received 
– The repair or replacement has since not been disputed 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit or reversal that includes the amount and the date it 
was processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction. 
– Effective for Dispute Responses processed on or after 19 October 2024, For Transactions 
involving the acquisition of non-fiat currency or purchase of non-fungible token(s) 
Provide evidence to prove the non-fiat currency or non-fungible tokens (NFT) received by the 
Cardholder matches the non-fiat currency or non-fungible token(s) that was described at the 
time of the Transaction."
chunk_075,visa-dispute-guidelines.pdf,June 2024,3,13.3,Not as Described or Defective Merchandise/Services,How to avoid this dispute in the future,45,42,"– Ensure that the description of merchandise or services shown in advertisements, online, and 
transaction receipts, or used in telephone order-taking scripts are accurate, complete, and 
not misleading. 
– Never refer the cardholder to the manufacturer in lieu of attempting to resolve the issue. 
The merchant of record is considered the liable party/point of contact for resolution. 
– Merchants should keep in mind that their return policy has no bearing on disputes that fall 
under this dispute condition. 
41

3 Dispute Conditions"
chunk_076,visa-dispute-guidelines.pdf,June 2024,3,13.4,Counterfeit Merchandise,Why did I get this notification?,46,43,"The merchandise was identified as counterfeit by the owner of the intellectual property or 
authorized representative, a customs agency, law enforcement agency, other governmental 
agency, or a neutral third-party expert."
chunk_077,visa-dispute-guidelines.pdf,June 2024,3,13.4,Counterfeit Merchandise,What caused the dispute?,46,43,Merchandise received by the customer has been identified as counterfeit.
chunk_078,visa-dispute-guidelines.pdf,June 2024,3,13.4,Counterfeit Merchandise,How should I respond?,46,43,"– The merchandise was authentic/genuine and not counterfeit. 
Provide specific information and invoices to refute the cardholder’s claims. 
– The cardholder’s claim/complaint is valid. 
Accept the dispute. 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit or reversal that includes the amount and the date it 
was processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder stating that they no longer dispute the 
transaction."
chunk_079,visa-dispute-guidelines.pdf,June 2024,3,13.4,Counterfeit Merchandise,How to avoid this dispute in the future,46,43,"– Ensure that the goods are genuine. 
– Merchants should keep in mind that their return policy has no bearing on disputes that 
fall under this dispute condition and that the cardholder is also not required to return the 
merchandise. 
42

3 Dispute Conditions"
chunk_080,visa-dispute-guidelines.pdf,June 2024,3,13.5,Misrepresentation,Why did I get this notification?,47,44,The cardholder is claiming that the terms of sale were misrepresented.
chunk_081,visa-dispute-guidelines.pdf,June 2024,3,13.5,Misrepresentation,What caused the dispute?,47,44,"– The terms of sale were misrepresented for a transaction at a merchant that is any of the 
following: 
– Timeshare Reseller or recovers a timeshare reseller fee. 
– Recovers, consolidates, reduces, or amends existing financial goods or services, 
including debt consolidation, credit repair/counseling, mortgage repair/modification/ 
counselling, foreclosure relief services and credit card interest rate reduction services. 
– Technical Services/Support or computer software being sold using inaccurate ads or 
that contains malicious software downloads. 
– Suggests that an income will be generated or recommends that the cardholder 
purchases additional items to generate more income. 
– Advises the cardholder that funds can be recovered. 
– Outbound Telemarking. 
– Investment Products when merchant refuses to allow cardholder to withdraw available 
balance (e.g. binary options). 
– Trial Periods/One-off purchase where the cardholder was not clearly advised of any further 
billing."
chunk_082,visa-dispute-guidelines.pdf,June 2024,3,13.5,Misrepresentation,How should I respond?,47,44,"– The merchandise or services were not misrepresented. 
Provide documentation to prove the terms of sale were not misrepresented or for 
investments evidence that there are no funds to withdraw. 
– Cardholder’s claim is valid, and the merchandise or services provided were not as intended. 
Accept the dispute. 
– Cardholder agreed to future transactions. 
Transaction relating to Card-Absent Environment where merchandise or digital goods have 
been purchased through trial period, promotional period or introductory offer or as a one-
off purchase, provide documentation to prove the cardholder expressly agreed to future 
transactions and that you notified the cardholder of future transactions at least 7 days 
before transaction date 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit or reversal includes the amount and the date it was 
processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction. 
43

3 Dispute Conditions"
chunk_083,visa-dispute-guidelines.pdf,June 2024,3,13.5,Misrepresentation,How to avoid this dispute in the future,48,45,"– Ensure that the description of merchandise or services shown in advertisements, online, and 
transaction receipts, or used in telephone order-taking scripts are accurate, complete, and 
not misleading. 
– Merchants should keep in mind that their return policy has no bearing on disputes that fall 
under this dispute condition. 
44

3 Dispute Conditions"
chunk_084,visa-dispute-guidelines.pdf,June 2024,3,13.6,Credit Not Processed,Why did I get this notification?,49,46,"The cardholder is claiming that they received a credit or voided transaction receipt that has not 
been processed."
chunk_085,visa-dispute-guidelines.pdf,June 2024,3,13.6,Credit Not Processed,What caused the dispute?,49,46,"The most common causes for this dispute are that you: 
– Did not issue a credit. 
– Issued the credit but did not deposit the credit with your acquirer in time for it to appear on 
the cardholder’s next statement. 
– Have a transaction receipt that should have been voided/cancelled but was not processed."
chunk_086,visa-dispute-guidelines.pdf,June 2024,3,13.6,Credit Not Processed,How should I respond?,49,46,"– The sale is valid, and credit is not due. 
Provide documentation and refute the validity of the documentation supplied by the 
cardholder’s bank. 
– The transaction is due for refund but has not yet been processed. 
Accept the dispute. 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit or reversal that includes the amount and the date it 
was processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction."
chunk_087,visa-dispute-guidelines.pdf,June 2024,3,13.6,Credit Not Processed,How to avoid this dispute in the future,49,46,"– Ensure that credits/reversals are processed promptly. 
45

3 Dispute Conditions"
chunk_088,visa-dispute-guidelines.pdf,June 2024,3,13.7,Cancelled Merchandise/Services,Why did I get this notification?,50,47,"The cardholder is claiming that they returned merchandise or cancelled services, but the credit 
has not appeared on the cardholder’s Visa statement."
chunk_089,visa-dispute-guidelines.pdf,June 2024,3,13.7,Cancelled Merchandise/Services,What caused the dispute?,50,47,"The most common causes for this dispute are: 
– No credit has been issued/processed for the cancelled services or merchandise that was 
cancelled or returned. 
– No credit has been issued/processed due to returns not being accepted, however return 
policy was not properly disclosed to the customer. 
– A Timeshare cancellation was not processed within 14 days of the contract or receipt date. 
– A guaranteed reservation was cancelled and the customer was charged a No-Show Fee."
chunk_090,visa-dispute-guidelines.pdf,June 2024,3,13.7,Cancelled Merchandise/Services,How should I respond?,50,47,"– Return, refund, and cancellation policies were properly disclosed. 
Provide documentation to support that your limited return or cancellation policy was 
properly disclosed and agreed to at the time of sale. 
– The cardholder did not cancel according to your disclosed policy. 
Provide documentation to support that your limited return or cancellation policy was 
properly disclosed and how the cardholder did not cancel according to the disclosed policy. 
– Cardholder continued to use services or merchandise was not returned. 
Provide evidence to support. 
– The cardholder’s complaint is valid. 
Accept the dispute. 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit that includes the amount and the date it was 
processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction. 
46

3 Dispute Conditions
 47"
chunk_091,visa-dispute-guidelines.pdf,June 2024,3,13.7,Cancelled Merchandise/Services,How to avoid this dispute in the future,51,48,"– Before asking the cardholder to sign a transaction receipt or separate contract, be sure 
your establishment’s return/cancellation policy is clearly disclosed near the customer 
signature line on the transaction receipts or on the separate contract that can be tied to 
the transaction. If the disclosure is on the back of the receipt or separate contract, the 
cardholder must sign the front and initial the back by the disclosure statement. 
– If your business has a limited return policy or does not allow returns at all, the words “no 
returns” or similar words must be on all copies of the transaction receipts and supplied to 
the cardholder for agreement before the transaction is completed with a signature or pin. 
– For Internet transactions, the website must communicate its refund policy to the cardholder 
and require the cardholder to select either a “click to accept” or other acknowledgement 
button or check box or location for electronic signature to acknowledge the policy. The 
terms and conditions of the purchase must be displayed on the same screen view as the 
checkout screen used to present the total purchase amount or within the sequence of 
website pages
6 the cardholder accesses during the checkout process, or on the checkout 
screen near the submit or click to accept button. 
6 The disclosure may be a link to a separate page if that link forms part of the “click to accept” acknowledgement and refers 
to the return, refund or cancellation policy.

3 Dispute Conditions"
chunk_092,visa-dispute-guidelines.pdf,June 2024,3,13.8,Original Credit Transaction Not Accepted,Why did I get this notification?,52,49,The original credit was not accepted.
chunk_093,visa-dispute-guidelines.pdf,June 2024,3,13.8,Original Credit Transaction Not Accepted,What caused the dispute?,52,49,"Either the cardholder does not accept the credit, or the issuer does not allow Original Credit 
Transactions (OCT’s) on certain types of cards due to local law."
chunk_094,visa-dispute-guidelines.pdf,June 2024,3,13.8,Original Credit Transaction Not Accepted,How should I respond?,52,49,"– The original credit transaction was reversed. 
Supply documentation or information to support. 
– The dispute is valid. 
Accept the dispute. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction. 
48"
chunk_095,visa-dispute-guidelines.pdf,June 2024,3,13.9,Non-Receipt of Cash at an ATM,Why did I get this notification?,,,"The cardholder is claiming that they participated in the transaction, but did not receive cash or 
received a partial amount at the ATM."
chunk_096,visa-dispute-guidelines.pdf,June 2024,3,13.9,Non-Receipt of Cash at an ATM,What caused the dispute?,,,Cardholder did not receive the full or partial cash from an ATM withdrawal.
chunk_097,visa-dispute-guidelines.pdf,June 2024,3,13.9,Non-Receipt of Cash at an ATM,How should I respond?,,,"– The ATM did dispense the correct value of cash. 
Provide your card processor with a copy of the ATM cash disbursement transaction record 
containing at least the following: 
– Payment Credential 
– Transaction time or sequential number that identifies the individual transactions 
– Indicator that confirms the ATM cash disbursement was successful 
– The cardholder’s complaint is valid. 
Accept the dispute. 
– Credit or reversal has already been processed for the transaction. 
Provide documentation of the credit or reversal that includes the amount and the date it was 
processed. 
– The cardholder no longer disputes the transaction. 
Provide a letter or email from the cardholder that states they no longer dispute the 
transaction."
chunk_098,visa-dispute-guidelines.pdf,June 2024,3,13.9,Non-Receipt of Cash at an ATM,How to avoid this dispute in the future,,,"– Reconcile ATMs in a timely manner and adjust out of balance machines accordingly. 
– If you notice a discrepancy, process a credit/reversal. 
49"
chunk_099,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,53,50,"4
Providing Compelling 
Evidence 
What’s Covered 
– Compelling Evidence and Merchant dispute response rights 
– Issuer Compelling Evidence Requirements 
Compelling evidence is information or documentation provided by a Merchant 
or an Acquirer that attempts to prove that the cardholder participated in the 
transaction, received the goods or services, or benefitted from the transaction as 
specified in the table under Compelling Evidence and Merchant Rights. Compelling 
Evidence does not mandate that Visa, the Issuer, or any other entity conclude that 
the Cardholder participated in the Transaction, received goods or services, agreed 
to Dynamic Currency Conversion, or otherwise benefited from the Transaction. 
This section explains the pre-arbitration attempt processing requirements related 
to a merchant providing compelling evidence. 50"
chunk_100,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,54,51,"4 Providing Compelling Evidence
 
Compelling Evidence and Merchant Rights 
Merchants will have a right to provide compelling evidence for the following dispute conditions: 
– Condition 10.1 – EMV Liability Shift Counterfeit Fraud
– Condition 10.3 – Other Fraud – Card-Present Environment
– Condition 10.4 – Other Fraud – Card-Absent Environment
Item 
# Allowable Compelling Evidence Applicable Dispute Condition 
10.1 
EMV Liability Shift 
Counterfeit Fraud 
10.3 
Other Fraud – 
Card-Present 
Environment 
10.4 
Other Fraud 
– Card-Absent
Environment
1 Photographic or email evidence to prove 
a link between the person receiving 
the merchandise or services and the 
Cardholder, or to prove that the Cardholder 
disputing the Transaction is in possession 
of the merchandise and/or is using the 
merchandise or services. 
X 
2 For a Card-Absent Environment Transaction 
in which the merchandise is collected from 
the Merchant location, any of the following: 
 – Cardholder signature on the pick-up form
 – Copy of identification presented by the 
Cardholder7
 – Details of identification presented by the 
Cardholder
X 
3 For a Card-Absent Environment Transaction 
in which the merchandise is delivered, 
evidence that the item was delivered to 
the same physical address for which the 
Merchant received an AVS match of Y or M. 
A signature is not required as evidence of 
delivery. 
X 
4 For an Electronic Commerce Transaction 
representing the sale of digital goods 
downloaded from a Merchant’s website or 
application, description of the merchandise 
or services successfully downloaded, the date 
and time such merchandise or services were 
downloaded, and 2 or more of the following: 
 – Purchaser’s IP address and the device 
geographical location at the date and time 
of the Transaction
 – Device ID number and name of device (if 
available)
X 
 51 
7 A Merchant must not require positive identification as a condition of Card acceptance, unless it is required or permitted 
elsewhere in the Visa Rules. 
n/a n/a
n/a n/a
n/a n/a
n/a n/a"
chunk_101,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,55,52,"4 Providing Compelling Evidence
 
7 A Merchant must not require positive identification as a condition of Card acceptance, unless it is required or permitted 
elsewhere in the Visa Rules. 
52 
Item 
# Allowable Compelling Evidence Applicable Dispute Condition 
10.1 
EMV Liability Shift 
Counterfeit Fraud 
10.3 
Other Fraud – 
Card-Present 
Environment 
10.4 
Other Fraud 
– Card-Absent
Environment
4 – 
– 
– 
– 
Purchaser’s name and email address 
linked to the customer profile held by the 
Merchant 
Evidence that the profile set up by the 
purchaser on the Merchant’s website or 
application was accessed by the purchaser 
and has been successfully verified by the 
Merchant before the Transaction Date 
Evidence that the Merchant’s website 
or application was accessed by the 
Cardholder for merchandise or services 
on or after the Transaction Date 
Evidence that the same device and Card 
used in the disputed Transaction were 
used in any previous Transaction that was 
not disputed 
5 For a Transaction in which merchandise was 
delivered to a business address, evidence 
that the merchandise was delivered and that, 
at the time of delivery, the Cardholder was 
working for the company at that address. 
A signature is not required as evidence of 
delivery. 
X 
6 For a Mail/Phone Order Transaction, a signed 
order form. 
X 
7 For a passenger transport Transaction, 
evidence that the services were provided and 
any of the following: 
– Evidence that the ticket was received at 
the Cardholder’s billing address
– Evidence that the ticket or boarding pass 
was scanned at the gate
– Details of frequent flyer miles relating 
to the disputed Transaction that were 
earned or redeemed, including address 
and telephone number, that establish a 
link to the Cardholder
– Evidence of any of the following additional 
Transactions related to the original 
Transaction: purchase of seat upgrades, 
payment for extra baggage, or purchases 
made on board the passenger transport
X 
n/a n/a
n/a n/a
n/a n/a"
chunk_102,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,56,53,"4 Providing Compelling Evidence
 
 7 A Merchant must not require positive identification as a condition of Card acceptance, unless it is required or permitted 
elsewhere in the Visa Rules. 
53 
Item 
# Allowable Compelling Evidence Applicable Dispute Condition 
10.1 
EMV Liability Shift 
Counterfeit Fraud 
10.3 
Other Fraud – 
Card-Present 
Environment 
10.4 
Other Fraud 
– Card-Absent
Environment
8 For a T&E Transaction, evidence that the 
services were provided and either: 
 – Details of loyalty program rewards earned 
and/or redeemed including address and 
telephone number that establish a link to 
the Cardholder
 – Evidence that an additional Transaction 
or Transactions related to the original 
Transaction, such as the purchase of 
T&E service upgrades or subsequent 
purchases made throughout the T&E 
service period, were not disputed
X 
9 For a virtual Card Transaction at a Lodging 
Merchant, evidence of the Issuer’s payment 
instruction sent through Visa Payables 
Automation, containing all of the following: 
 – Issuer statement confirming approved use 
of the Card at the Lodging Merchant
 – Payment Credential
 – Guest name
 – Name of the company (requestor) and 
either their phone number, fax number, 
or email address
X 
10 For a Card-Absent Environment Transaction 
or effective for pre-Arbitration attempts 
processed on or after 19 October 2024, an 
Original Credit Transaction (OCT), evidence 
that 3 or more of the following had been 
used in an undisputed Transaction: 
 – Customer account/login ID
 – Delivery address
 – Device ID/device fingerprint
 – Email address
 – IP address
 – Telephone number
X 
n/a n/a
n/a n/a
n/a n/a"
chunk_103,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,57,54,"4 Providing Compelling Evidence
 
 7 A Merchant must not require positive identification as a condition of Card acceptance, unless it is required or permitted 
elsewhere in the Visa Rules. 
54 
Item 
# Allowable Compelling Evidence Applicable Dispute Condition 
10.1 
EMV Liability Shift 
Counterfeit Fraud 
10.3 
Other Fraud – 
Card-Present 
Environment 
10.4 
Other Fraud 
– Card-Absent
Environment
11 Evidence that the Transaction was completed 
by a member of the Cardholder’s household 
or family 
X 
12 Evidence of one or more non-disputed 
payments for the same merchandise or 
service 
X 
13 For a Recurring Transaction, evidence of all of 
the following: 
– A legally binding contract held between 
the Merchant and the Cardholder
– The Cardholder is using the merchandise 
or services
– A previous Transaction that was not 
disputed
X 
14 In the Europe Region: Evidence that the initial 
Transaction to set up a wallet was completed 
using Visa Secure but any subsequent 
Transaction from the wallet that was not 
completed using Visa Secure contained all 
wallet-related Transaction data. 
X 
15 For a US Domestic Card-Present Environment 
Transaction that is key-entered and did not 
take place at a Chip-Reading Device, either: 
– Evidence that the same Card used in the 
disputed Transaction was used in any 
previous or subsequent Transaction that 
was not disputed
– Copy of both:
– Identification presented by the 
Cardholder
7 
– Receipt, invoice, or contract with 
information that links to the 
identification presented by the 
Cardholder 
X X 
n/a n/a
n/a n/a
n/a n/a
n/a n/a
n/a"
chunk_104,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Compelling Evidence and Merchant Rights,58,55,"4 Providing Compelling Evidence
 55 
Item 
# Allowable Compelling Evidence Applicable Dispute Condition 
10.1 
EMV Liability Shift 
Counterfeit Fraud 
10.3 
Other Fraud – 
Card-Present 
Environment 
10.4 
Other Fraud 
– Card-Absent
Environment
16 Effective 19 October 2024 For Transactions 
for the acquisition of non-fiat currency (for 
example: cryptocurrency) or purchase of a 
nonfungible token (NFT), any of the following: 
– Destination wallet address
– Blockchain transaction hash, which must 
be searchable/traceable on an open 
source website
– Prior approved similar transactions using 
the same Payment Credential
X 
7 A Merchant must not require positive identification as a condition of Card acceptance, unless it is required or permitted 
elsewhere in the Visa Rules. 
n/a n/a"
chunk_105,visa-dispute-guidelines.pdf,June 2024,4,,Providing Compelling Evidence,Issuer Compelling Evidence Requirements,59,56,"4 Providing Compelling Evidence
 
Issuer Compelling Evidence Requirements 
How Issuers Must Address Compelling Evidence 
Transactions involving issuer and merchant in the Europe Regions, with the compelling 
evidence rights for merchants comes the need to ensure issuers provide this information to 
their cardholders. If compelling evidence is provided by the acquirer, issuers must contact 
the cardholder to review the compelling evidence and provide information detailing how the 
Compelling Evidence has been addressed by the Cardholder and why the cardholder continues 
to dispute the transaction. 
Transactions involving issuer or merchant in the Europe Region, issuer may pursue pre-
arbitration by providing certification that they have contacted the cardholder to review the 
Compelling Evidence and provide an explanation of why the cardholder continues to dispute 
the transaction. 
Transactions not involving issuer and merchant in the Europe Region, for dispute condition 
10.4, the issuer may either: 
– Certify that the cardholder name and address provided by the merchant do not match the 
issuers records, if the Compelling Evidence contains both cardholder name and physical 
address, they can. In this case, the merchant should accept the transaction or risk losing in 
Arbitration. Issuers will be required to provide certification through Visa Resolve Online. 
– Certify that it has contacted the Cardholder to review the Compelling Evidence, and provide 
an explanation of why the Cardholder continues to dispute the Transaction. 
56"
